주소,"강서지구 3,37.5901984197481, 126.81362533492893","중랑천 2,37.6030830331226, 127.072105737988","안양천  3,37.513562487735406, 126.87461172643478","탄천 2,37.49508293706438, 127.10150560559426","원천리천 3,37.26481224039535, 127.04976224622416","서호 3,37.280408134249136, 126.98755251443214","안성천 1,36.99139105195746, 127.20539544460591","경안천 2,37.309938272435886, 127.23553552424399","상패천 2,37.91927602221171, 127.05389142205611","왕송호수 3,37.30748917786908, 126.94731063485848","황구지천 2,37.20796105720859, 127.02548060229643","문산천 2,37.854639694880476, 126.75854096959318","포천천 2,37.89531095584674, 127.20096778249416","진위천 2,37.09793604326866, 127.08393302456683","남한강 2,37.460459499061464, 127.49638603216884","청미천 1,37.12186508716677, 127.39487102679448","시화호 1,37.30574012802834, 126.67318900588819","한강하구 1,37.63900600625263, 126.7392737093319","남양호 2,37.014705010495824, 126.80548911195082","화성호 2,37.11569165016753, 126.68399070425345","임진강 2,37.78837469359229, 126.66443256564555","팔당호 2,37.517786765600256, 127.30085067928745","공릉천 1,37.71153311751638, 126.84431089180522","천수만 1,36.606686550264854, 126.42022590245743","송정저수지 2,36.776518685002266, 127.37727865534171","도당천 2,36.80714447844311, 126.52479040293552","논산천 2,36.18278993438778, 127.13602531594704","풍세천 1,36.73350817705159, 127.1244086501327","곡교천 1,36.71877449174619, 127.15174380564193","금강호 2,36.003067864761206, 126.7392621031086","병천천 2,36.725838913572076, 127.33975466921613","간월호 2,36.64982878482214, 126.45513048255029","봉강천 1,36.764423602867765, 127.09015473839389","삽교호 2,36.871878675924705, 126.8408688154442","해미천 2,36.702223625170994, 126.56263020795463","봉선저수지 2,36.122350318713586, 126.77672013431376","아산호 2,36.90267012782007, 126.90366071698058","잠홍지 2,36.86183091315654, 126.49751943843305","석문간척지 2,36.98373310641944, 126.54384726738202","대호 2,37.018417616519976, 126.48222083422783","무한천 2,36.71991194571029, 126.82242403818584","부남호 2,36.67319913351787, 126.35083023955421","조류지 2,35.7835057158404, 126.63542818010029","금강하구둑 1,36.019581075069965, 126.74774856012905","만경강 1,35.892198153374686, 126.99399821147692","동림저수지 1,35.549802869235755, 126.71940396468966","동진강 1,35.68373784028254, 126.86079504883465","원평천 3,35.74647979945319, 126.93850431156142","전주천 2,35.802060277740146, 127.1716072485318","산수저수지 2,36.6994319040145, 126.56852268525259","함평대동저수지 2,35.13211104219479, 126.50607906456341","사내간척지 2,34.46251975253601, 126.7333378843619","만덕간척지 2,34.56578321910065, 126.7615639132014","고막원천 2,35.06842526203833, 126.59162469994376","주암댐 2,35.06371924138319, 127.23767782670512","영산강 2,34.76893810284395, 126.35098968807019","영암호 1,34.69724570173779, 126.47537026437189","고천암 2,34.52161252340564, 126.47457655553478","순천만 1,34.88677475630541, 127.50729078209247","금호호 1,34.62057239836871, 126.39840653700985","강진만 2,34.490791668173664, 126.77354817448324","지석천 2,35.00917066621701, 126.9113644244127","우습제 2,34.94017348080215, 126.57951161334536","담양습지 3,35.24009556727233, 126.88387920926465","황룡강 2,35.32701483996603, 126.79783650573678","한탄강 2,38.20119540754313, 127.27737191150247","토교저수지 2,38.28934502892065, 127.28936308358267","섬강 1,37.500690845580344, 127.99213918049267","철원평야 2,38.29310283134329, 127.21422992889252","남대천 3,37.75220997167653, 128.90134105532326","소양강 하류 2,37.89698617983393, 127.7454239624107","원주천 2,37.382704055767405, 127.94147033377192","남대천 3,38.107964222902496, 128.64361106592784","보강천 2,36.786518139596225, 127.57854158748","백곡지 2,36.86662724997134, 127.39976155953663","미호천 1,36.5162887821276, 127.31976281396229","무심천 2,36.58091002074261, 127.50346917018088","충주호 3,36.96033958118106, 128.0662729272722","안심습지 3,35.86502982622569, 128.74718716576282","형산강 1,35.92345596127968, 129.23887659738637","김천 2,36.09212308013244, 128.12331495113736","구미 3,36.18780476544952, 128.3702147007899","낙동강 2,35.83992615966229, 128.46110345037778","금호강 1,35.8174026069283, 128.48104618415317","낙동강하구 2,35.104959005687974, 128.9459320237596","태화강 3,35.53764149997886, 129.36999476035592","장척저수지 3,35.43456283906837, 128.49224351135572","양산천 2,35.32377076603513, 129.02006984526182","양산발생지 3,35.470702520283716, 129.26921645925657","낙동강 2,35.349387768425835, 128.9331287407582","주남저수지 3,35.3148538085958, 128.67272531322178","창녕우포 3,35.551935684595, 128.4139408551069","사천만 3,35.03397029572857, 128.0309809363544","목포늪 3,35.56254130753707, 128.40618339231","사지포 3,35.561613790429384, 128.4333952070682","산남저수지 3,35.35126887288887, 128.17443850327453","동판저수지 2,35.30133784622012, 128.68634622602417","화포천 2,35.31163742899077, 128.7875952437551","낙동강 3,35.27987524642292, 129.009763931276","하도리 2,33.51695001412742, 126.8838772052322","용수저수지 2,33.31741751732376, 126.18752882294538","오조리 3,33.463866194337236, 126.91796178149626","종달리 3,33.49242412098807, 126.89071411147393"
충청북도 영동군,179.44,170.93,169.39,158.83,137.69,141.91,104.42,135.31,204.47,146.31,133.26,207.75,198.15,120.11,145.2,110.84,159.98,187.39,127.82,143.39,205.08,155.36,190.14,131.12,76.1,132.66,58.11,85.62,82.75,95.75,72.98,130.06,90.21,114.44,123.94,90.58,112.8,137.97,142.61,149.29,105.16,139.63,112.1,94.64,77.64,118.44,99.43,89.74,68.92,123.33,163.61,212.92,201.5,163.54,133.06,203.15,202.59,218.84,145.41,213.62,208.48,151.74,175.25,131.93,129.62,229.71,239.13,148.57,240.85,201.54,191.5,135.02,228.05,70.42,84.2,56.25,51.62,90.9,93.28,133.8,31.89,52.68,71.44,74.3,158.72,159.58,104.24,146.33,155.17,138.53,124.86,89.6,128.84,88.25,89.9,98.16,126.81,132.02,148.87,306.75,349.6,311.65,309.22
충청북도 진천군,98.53,89.15,88.46,77.04,56.96,61.75,25.44,53.57,123.01,66.36,53.5,126.2,117.47,41.27,67.49,29.85,84.15,106.73,58.74,72.76,124.14,74.61,108.62,94.62,10.19,81.24,79.44,30.85,29.49,113.42,16.75,90.29,32.38,52.94,79.59,100.57,47.6,83.46,80.55,86.65,56.65,98.73,139.09,111.46,114.17,158.76,140.11,131.11,119.49,79.15,209.07,273.54,261.77,212.73,200.02,251.77,255.13,273.63,219.0,265.55,269.65,210.65,226.49,186.34,179.35,150.29,159.97,87.06,161.05,163.55,119.01,73.82,175.38,14.85,3.42,39.1,31.12,57.27,161.0,191.81,104.81,111.74,145.55,148.63,237.38,227.15,184.29,221.98,225.39,214.81,204.21,169.45,209.51,168.08,169.44,179.94,206.14,210.3,225.18,374.59,409.46,380.05,377.21
충청북도 괴산군,121.86,108.06,112.07,96.95,82.31,87.77,55.27,73.59,138.78,92.42,80.46,147.03,130.77,69.9,76.21,48.72,112.85,130.34,90.0,103.5,146.83,89.18,129.94,124.0,36.71,112.34,91.27,59.69,57.57,130.17,41.04,120.08,62.29,84.4,109.77,118.72,79.16,114.84,112.09,118.15,86.55,128.91,154.3,128.35,124.81,170.23,150.76,141.09,125.43,109.29,219.8,278.4,266.72,222.05,200.95,261.81,263.57,281.24,215.92,274.34,274.21,215.76,235.17,193.06,187.85,160.51,169.66,78.35,171.89,143.44,120.32,64.56,162.41,18.81,34.9,53.3,36.3,29.63,136.26,163.53,85.87,87.12,124.16,127.22,216.92,200.95,166.1,199.49,200.19,192.83,184.88,151.35,199.3,149.99,151.01,166.49,186.77,189.87,203.08,375.83,415.27,380.95,378.36
충청북도 음성군,106.04,91.79,96.34,80.78,67.31,72.91,43.47,57.59,122.51,77.52,66.08,130.82,114.66,56.63,60.34,33.11,98.93,114.53,79.05,91.45,130.83,72.89,113.81,119.06,33.29,104.74,97.71,55.38,53.91,134.52,39.28,114.64,56.88,75.92,103.82,122.22,70.07,106.44,101.99,107.68,81.05,122.91,159.59,132.61,132.16,177.45,158.27,148.85,134.82,103.4,227.52,288.75,277.02,230.42,212.6,269.93,272.41,290.47,228.93,283.04,284.67,225.88,243.85,202.47,196.48,144.86,154.11,67.8,156.17,140.03,106.49,53.99,154.67,19.79,27.12,57.57,43.29,33.47,152.44,178.8,101.93,103.37,140.46,143.52,233.22,216.82,182.23,215.79,216.25,209.14,201.12,167.45,214.17,166.1,167.15,181.95,203.01,206.16,219.39,387.64,425.38,392.88,390.2
충청북도 단양군,152.92,133.5,144.48,125.48,120.75,126.51,103.05,106.49,155.59,130.73,121.42,171.76,144.32,114.45,93.4,87.49,154.2,161.19,138.58,149.94,174.86,111.34,156.9,178.24,90.9,164.88,141.42,113.9,111.97,181.78,95.7,174.09,116.06,136.11,163.48,171.27,130.24,166.62,161.81,167.29,140.42,182.63,204.5,180.06,172.65,217.32,197.71,187.82,169.44,163.03,265.26,316.78,305.4,266.16,236.44,305.99,306.12,322.66,245.72,317.11,312.3,255.65,278.4,235.24,231.9,165.81,173.29,66.23,177.34,97.61,115.29,58.07,127.3,73.38,86.85,106.74,88.93,26.73,129.08,141.5,101.57,88.59,127.56,130.19,215.41,184.37,172.72,193.79,186.83,188.82,187.7,159.36,218.97,158.16,158.34,182.42,189.37,189.84,198.18,408.36,453.27,412.96,410.74
충청북도 증평군,112.41,101.51,102.38,89.66,71.21,76.22,40.54,65.92,134.44,80.86,68.17,139.4,127.93,56.25,75.45,40.93,99.23,120.72,73.57,87.81,137.92,85.16,121.92,105.43,18.21,94.12,77.94,41.13,39.0,115.11,22.53,101.52,43.82,66.62,91.25,103.03,61.71,96.86,94.89,101.12,68.02,110.38,140.0,113.22,112.39,157.68,138.5,129.1,115.34,90.76,207.75,269.42,257.67,210.69,193.92,250.18,252.73,270.85,211.22,263.35,265.38,206.52,224.16,182.92,176.8,159.71,169.21,87.47,170.75,158.74,124.46,73.7,174.41,0.29,18.53,37.95,23.77,47.31,146.21,176.67,91.05,96.88,131.39,134.47,223.6,212.19,171.03,207.69,210.57,200.63,190.68,156.18,198.91,154.81,156.08,168.13,192.6,196.49,210.99,368.92,405.94,374.23,371.5
충청남도 천안시,90.19,87.69,80.5,75.61,50.32,52.94,21.22,56.07,122.89,56.71,44.38,119.78,120.36,31.56,79.36,42.26,67.12,97.43,35.27,50.75,115.29,79.87,102.49,66.04,23.84,52.45,70.34,9.13,11.23,96.32,22.44,61.52,6.02,25.1,50.69,82.73,21.08,55.1,54.04,60.53,28.04,69.8,122.46,94.33,103.19,145.09,127.84,119.87,112.77,50.26,194.97,263.85,252.13,199.84,195.07,237.7,242.44,261.49,217.34,252.43,260.28,201.64,213.97,176.35,167.89,154.79,164.65,108.94,164.58,189.37,132.61,96.8,197.21,41.49,26.08,37.97,43.41,86.22,180.45,214.54,120.89,132.2,162.25,165.26,251.69,247.34,197.21,238.43,244.54,230.84,217.85,182.6,214.58,181.24,182.89,188.62,219.8,224.9,241.23,367.34,397.96,373.07,370.03
충청남도 공주시,130.03,128.67,120.62,116.6,91.19,93.46,61.07,96.56,163.86,96.94,85.07,159.8,161.26,72.5,117.62,79.01,103.44,136.81,69.08,83.89,154.55,120.21,142.75,64.93,43.33,66.48,29.37,31.91,30.41,59.94,36.78,63.47,35.44,53.41,57.24,47.34,54.23,72.15,78.72,85.23,40.32,73.09,85.57,57.99,62.66,106.0,87.94,79.52,71.82,56.63,156.27,223.36,211.62,160.46,154.14,199.04,203.04,221.85,176.95,213.25,219.71,160.93,174.44,135.82,127.81,195.61,205.46,140.55,205.5,214.62,170.56,127.21,228.74,55.78,53.0,19.55,37.46,101.95,159.84,198.94,98.28,115.73,138.1,140.91,222.29,226.32,167.17,211.93,221.86,203.92,188.22,153.18,177.33,151.88,153.82,154.5,190.15,196.27,214.14,326.46,358.16,332.17,329.14
충청남도 보령시,140.88,146.95,133.27,136.28,110.63,110.46,90.26,121.91,180.62,112.33,103.96,169.64,181.33,94.81,147.91,112.0,108.25,145.61,77.68,87.21,161.85,145.2,154.61,34.92,84.2,53.26,49.82,63.78,64.46,38.45,78.25,37.9,64.15,63.24,41.25,27.7,68.41,59.65,72.57,77.05,46.88,44.45,61.19,36.94,59.83,87.66,75.61,71.54,77.55,40.89,133.93,208.33,197.02,140.68,152.05,175.57,182.36,201.86,180.04,191.45,205.41,149.7,154.95,124.01,113.15,215.85,225.56,178.55,224.3,257.17,200.77,166.09,266.95,99.89,91.92,66.44,84.27,147.22,198.71,240.21,138.15,158.4,174.92,177.43,251.04,263.52,196.61,244.33,257.77,236.04,217.52,183.96,193.09,182.78,184.99,178.16,219.37,226.61,245.85,314.15,337.61,320.29,316.92
충청남도 아산시,90.54,90.62,81.25,78.89,52.96,54.55,28.76,61.4,125.65,57.75,46.52,120.33,124.15,35.0,86.46,50.77,64.36,97.24,30.51,45.96,114.97,85.14,103.42,55.77,33.41,42.58,68.57,12.55,15.48,90.62,30.88,51.21,8.31,17.02,40.39,76.94,15.3,45.65,46.13,52.77,17.83,59.51,116.65,88.65,99.84,140.23,123.67,116.18,110.9,39.96,189.69,259.95,248.28,194.97,193.12,232.29,237.52,256.7,216.47,247.32,256.5,198.19,209.19,172.67,163.71,158.78,168.63,118.06,168.18,199.19,139.51,106.21,206.06,51.3,36.37,41.56,50.36,96.5,187.1,222.24,126.78,139.41,168.05,171.03,256.33,254.08,201.55,243.87,250.91,236.15,222.37,187.09,216.11,185.75,187.49,191.54,224.31,229.73,246.51,364.11,393.19,369.93,366.82
충청남도 서산시,95.15,106.35,89.32,97.82,75.36,72.87,70.97,90.91,136.95,72.95,69.44,122.03,140.17,66.2,119.35,91.92,61.2,98.36,40.63,42.24,113.18,111.01,108.78,20.0,82.56,7.08,90.78,60.33,62.93,90.7,79.51,15.03,57.04,36.08,13.59,79.25,42.42,9.53,23.62,26.12,33.93,15.26,112.58,89.17,110.57,139.45,127.86,123.49,126.98,14.19,183.85,259.5,248.35,191.29,204.1,224.35,232.15,251.68,231.57,240.71,256.76,201.77,205.46,176.15,165.1,173.56,182.91,158.15,180.72,242.09,168.52,148.04,243.16,100.48,85.0,83.12,96.62,145.06,229.78,267.46,168.32,184.03,208.57,211.4,292.16,296.53,237.04,282.41,292.3,274.36,258.14,223.3,241.18,222.02,224.02,222.32,260.05,266.43,284.55,365.51,386.31,371.72,368.29
충청남도 논산시,158.05,157.45,148.82,145.43,119.9,121.96,89.92,125.43,192.63,125.29,113.69,187.85,190.15,101.27,145.94,107.23,130.02,164.56,95.66,109.67,182.17,149.04,170.99,76.56,70.1,85.92,3.39,60.79,59.29,38.24,63.65,77.21,64.18,79.54,74.68,29.79,81.44,92.26,101.48,107.56,64.18,86.0,61.26,36.62,34.13,78.69,59.94,51.08,43.33,74.11,128.96,194.62,182.87,132.58,125.56,171.62,175.03,193.66,149.26,185.4,190.93,132.09,146.4,107.09,99.43,224.5,234.35,166.29,234.39,236.49,198.59,152.66,253.69,79.25,80.19,41.6,56.83,121.89,152.52,194.62,92.62,114.12,128.49,130.98,205.78,217.05,150.98,198.19,211.28,189.93,172.01,137.97,153.45,136.76,138.93,134.39,173.88,180.86,199.84,297.57,329.78,303.27,300.25
충청남도 계룡시,151.32,148.56,141.73,136.35,111.53,114.24,79.8,115.14,183.7,117.95,105.68,181.0,180.27,92.73,133.7,95.11,125.59,158.33,91.3,106.22,176.14,138.32,163.77,82.8,56.99,87.69,14.36,52.23,50.15,54.8,50.84,82.32,56.28,75.75,77.6,45.6,76.33,93.62,100.86,107.32,62.48,91.7,77.6,53.17,48.28,93.63,74.39,65.01,52.99,77.0,143.64,206.83,195.06,146.66,134.64,186.08,188.84,207.16,156.08,199.39,202.97,143.97,160.23,119.64,112.93,214.25,224.06,151.53,224.47,220.29,185.71,137.79,238.38,64.11,67.2,27.62,40.99,105.55,142.18,183.02,81.08,101.06,119.23,121.9,201.02,207.89,145.89,191.57,202.81,183.45,166.98,132.17,155.0,130.9,132.92,132.32,168.9,175.3,193.58,308.43,342.79,313.99,311.08
충청남도 당진시,79.26,87.81,72.24,78.46,54.96,52.95,50.99,70.11,119.99,53.57,48.84,107.73,122.07,45.26,98.5,71.33,46.29,83.7,19.84,25.33,99.91,90.76,93.02,37.37,66.3,14.18,90.01,46.01,48.89,98.97,64.41,31.65,41.93,17.46,22.15,86.15,22.96,13.56,13.82,20.38,24.59,35.66,123.04,97.21,115.24,149.17,135.5,129.83,129.81,22.28,195.87,270.04,258.65,202.61,209.94,237.34,244.31,263.8,235.87,253.33,267.03,210.5,216.89,184.7,174.33,156.07,165.61,137.22,163.86,221.28,148.23,127.24,222.25,83.79,67.1,73.04,83.79,126.5,219.94,255.72,159.1,172.7,200.12,203.05,286.7,286.93,231.65,275.34,283.43,267.48,252.64,217.46,241.1,216.14,218.0,219.36,254.58,260.42,277.79,375.69,399.43,381.77,378.44
충청남도 금산군,175.31,170.22,165.47,157.94,134.35,137.71,101.33,135.44,204.97,141.74,129.0,204.65,200.28,115.75,150.29,112.95,151.63,182.72,117.74,132.99,200.59,157.55,187.18,110.5,74.9,115.99,32.67,76.71,74.2,68.35,69.88,110.33,81.13,102.7,105.9,63.93,102.57,121.88,128.76,135.28,90.37,119.59,84.86,67.29,50.57,93.1,73.68,63.82,44.45,105.29,140.27,195.46,183.81,141.27,118.4,181.14,181.83,199.02,135.9,192.75,191.25,132.95,153.78,110.96,106.97,233.41,243.1,161.14,244.09,221.73,200.14,147.29,244.76,75.78,84.63,47.75,52.51,107.85,116.47,158.8,57.09,79.68,92.51,95.05,172.7,181.16,117.59,163.54,175.61,155.38,138.68,103.92,129.21,102.65,104.7,104.56,140.59,147.04,165.46,293.44,332.37,298.68,296.0
충청남도 부여군,146.42,148.31,137.68,136.66,110.69,111.94,83.84,118.61,183.21,114.78,104.18,176.09,181.94,92.74,141.7,103.56,116.46,152.35,82.7,95.55,169.61,142.43,159.77,57.21,69.62,68.38,22.77,54.41,53.81,33.96,63.11,58.17,56.69,66.58,56.68,20.81,69.72,74.86,85.24,90.97,50.01,66.72,60.03,31.98,43.31,82.51,65.97,58.9,57.68,56.14,132.28,202.25,190.6,137.28,137.98,175.0,179.86,198.99,163.62,189.78,198.85,140.83,151.47,115.17,105.97,216.57,226.42,166.79,225.94,241.29,194.92,153.57,255.13,82.45,78.95,45.41,63.04,128.25,171.34,212.89,110.81,131.35,147.63,150.17,225.29,236.28,170.54,217.76,230.66,209.51,191.56,157.56,171.24,156.35,158.52,153.52,193.43,200.43,219.42,306.76,335.48,312.66,309.49
충청남도 서천군,168.24,172.68,160.2,161.49,135.53,136.03,111.22,145.07,207.0,138.35,128.88,197.39,206.83,118.45,169.38,131.73,136.27,173.37,104.4,115.13,189.95,168.79,181.89,63.38,98.77,82.19,41.5,82.31,82.07,9.59,92.28,66.78,84.01,89.03,70.12,8.95,93.39,88.62,101.32,105.98,72.08,72.65,33.39,8.42,34.31,59.04,46.65,43.26,53.14,69.72,106.76,179.93,168.52,112.88,123.35,149.05,155.03,174.43,151.87,164.48,176.9,120.75,127.18,95.02,84.31,241.48,251.28,195.84,250.37,270.45,222.63,182.69,284.25,111.63,107.95,74.28,91.58,157.04,186.51,229.79,128.65,151.21,161.47,163.7,230.87,248.93,177.62,226.44,242.19,218.06,198.1,166.03,167.96,164.95,167.28,156.49,199.87,207.66,227.49,285.57,310.65,291.67,288.33
충청남도 청양군,125.77,129.44,117.42,118.22,92.25,92.8,69.24,102.15,163.88,95.21,85.6,155.22,163.55,75.33,127.28,90.64,94.83,131.31,61.78,73.76,148.31,125.77,139.31,37.87,62.28,45.94,42.88,41.93,42.51,51.03,56.41,37.56,42.58,46.02,34.47,37.52,50.14,52.38,62.71,68.41,29.05,46.82,76.61,49.12,65.35,101.39,86.38,80.19,80.24,33.9,149.96,222.1,210.57,155.8,160.06,192.32,198.13,217.48,186.08,207.68,218.89,161.53,170.1,135.75,125.89,198.21,208.01,156.79,207.15,235.2,180.4,144.23,245.25,78.26,69.95,46.7,64.11,125.71,186.68,226.62,125.26,143.67,164.09,166.79,245.08,252.69,190.06,236.32,247.73,228.16,211.14,176.62,193.41,175.36,177.44,174.5,213.04,219.7,238.24,327.24,353.81,333.23,329.98
충청남도 홍성군,110.79,117.21,103.2,106.8,81.48,80.9,65.06,93.9,150.62,82.55,74.84,139.63,151.62,66.84,120.95,87.27,78.34,115.59,47.74,57.23,131.99,116.66,124.52,21.48,66.79,25.9,63.05,43.89,45.7,66.89,62.12,19.13,42.37,34.1,14.23,54.26,39.89,32.42,43.78,49.03,19.54,28.79,90.97,65.15,84.32,117.04,103.6,98.27,100.0,13.67,163.96,237.92,226.53,170.56,178.71,205.66,212.39,231.87,205.38,221.52,234.9,178.48,184.86,152.69,142.23,186.05,195.73,154.79,194.36,236.17,173.13,143.13,242.44,84.38,72.16,59.61,75.27,131.38,204.25,243.12,142.7,159.76,182.34,185.12,264.75,270.69,209.67,255.46,266.1,247.36,230.76,196.06,213.62,194.79,196.82,194.61,232.67,239.18,257.5,343.57,367.69,349.65,346.33
충청남도 예산군,101.15,104.5,92.63,93.35,67.43,67.86,47.14,78.08,138.94,70.27,60.77,130.74,138.66,51.02,104.19,69.26,71.13,106.95,37.28,50.42,124.18,101.47,114.6,38.76,48.64,31.78,61.21,25.61,27.69,75.96,44.41,34.92,23.76,21.24,25.27,62.41,25.21,36.89,43.02,49.49,4.77,44.06,101.54,74.05,88.71,126.28,110.89,104.24,102.02,24.71,174.9,246.88,235.31,180.74,183.27,217.22,223.08,242.42,208.26,232.62,243.61,185.98,195.03,160.25,150.6,173.31,183.1,136.63,182.21,217.61,156.95,124.77,224.57,66.44,53.58,46.19,59.82,113.08,193.17,230.48,131.85,147.07,172.47,175.35,257.93,260.03,202.82,247.1,256.08,239.16,223.86,188.75,212.05,187.44,189.34,190.16,225.79,231.79,249.43,351.83,378.76,357.78,354.57
충청남도 태안군,104.44,117.46,99.53,109.64,88.26,85.36,85.23,104.24,146.62,85.01,82.58,129.87,150.73,80.11,132.72,106.1,70.63,106.76,54.16,53.58,120.4,123.6,117.8,18.91,96.21,21.33,97.64,73.66,76.15,91.53,92.87,17.6,70.61,50.34,24.08,81.47,56.67,21.97,34.35,34.48,46.83,9.33,111.18,90.22,113.55,138.25,128.42,125.07,130.93,24.66,180.39,256.9,245.98,188.36,205.28,219.85,228.33,247.81,233.69,236.47,254.38,200.84,202.35,175.51,164.02,183.48,192.64,172.08,190.1,256.17,181.03,162.12,256.6,114.16,99.02,94.68,109.08,159.14,240.32,278.83,178.76,195.41,218.46,221.23,300.2,306.8,245.2,291.37,302.22,283.24,266.28,231.76,246.16,230.5,232.57,229.12,268.18,274.85,293.34,362.94,381.33,369.24,365.73
전라북도 전주시,198.62,197.92,189.43,185.84,160.43,162.56,129.89,165.39,233.12,165.91,154.26,228.42,230.35,141.75,184.58,145.98,170.11,205.06,135.88,149.49,222.61,188.81,211.6,108.79,107.87,122.74,39.89,101.14,99.48,41.84,101.72,110.86,104.68,119.7,110.85,47.07,121.9,129.26,139.82,145.54,103.79,118.42,46.45,42.09,15.81,49.29,30.26,20.78,3.25,110.33,96.44,156.03,144.27,97.99,84.95,137.84,139.4,157.24,109.21,150.16,152.12,93.13,110.99,69.21,63.71,264.56,274.4,201.05,274.6,265.2,236.53,187.21,286.6,113.75,118.09,78.49,89.99,150.72,144.21,188.71,92.7,117.13,118.38,120.19,181.4,203.2,128.98,178.21,195.65,169.83,149.08,118.27,118.83,117.28,119.69,106.67,150.8,158.87,178.96,257.69,292.28,263.3,260.34
전라북도 군산시,180.55,184.29,172.34,172.93,146.92,147.68,121.3,155.75,218.83,150.16,140.31,209.84,218.28,129.45,179.27,141.16,148.9,185.85,116.59,127.75,202.56,179.54,194.15,76.52,106.67,95.26,43.12,91.96,91.42,3.95,100.12,79.95,94.08,100.98,83.16,17.57,105.04,101.71,114.3,119.04,84.0,85.74,22.42,5.86,24.62,46.49,33.49,30.58,43.28,82.76,95.22,167.36,155.89,100.85,110.26,137.8,143.24,162.54,138.99,152.9,164.25,107.74,115.13,81.98,71.45,252.95,262.77,203.89,262.02,276.5,232.51,190.52,292.02,118.19,116.24,80.34,96.81,162.22,181.39,225.28,125.44,148.81,155.94,158.0,221.7,242.37,169.22,218.37,235.19,209.99,189.39,158.22,156.53,157.2,159.59,146.85,191.12,199.15,219.2,272.83,298.94,278.9,275.59
전라북도 익산시,183.02,184.29,174.21,172.47,146.62,148.15,118.08,153.42,219.33,151.14,140.2,212.72,217.57,128.33,174.87,136.21,153.06,189.0,119.36,132.09,206.26,177.18,196.32,87.65,99.46,103.07,30.6,88.58,87.42,20.59,92.98,90.08,91.52,103.23,91.0,25.29,106.23,109.61,120.94,126.36,86.65,97.24,34.34,20.49,7.04,49.26,30.69,22.51,25.21,90.51,99.53,166.46,154.76,103.3,101.57,142.21,145.83,164.6,128.11,156.12,162.93,104.51,117.22,79.03,70.58,252.11,261.97,195.69,261.72,264.83,227.71,182.04,282.94,108.52,109.51,71.01,85.68,149.97,161.43,205.38,106.03,129.71,135.95,138.0,202.88,222.43,149.89,198.88,215.34,190.5,170.24,138.6,140.63,137.56,139.92,128.42,172.0,179.89,199.82,270.44,300.91,276.28,273.15
전라북도 정읍시,224.68,226.9,216.14,215.19,189.26,190.57,161.14,196.44,261.84,193.39,182.78,254.2,260.4,171.14,217.87,179.19,193.71,230.31,160.72,172.58,247.28,220.21,238.15,121.76,142.1,140.75,72.67,131.62,130.48,49.31,135.68,125.37,134.48,144.78,128.64,61.85,148.26,147.22,159.69,164.52,127.91,130.81,31.01,50.95,37.94,12.56,12.67,21.0,38.46,128.23,58.11,123.64,111.98,60.7,66.08,100.19,103.02,121.62,96.27,113.47,120.22,62.55,74.38,36.76,27.51,294.98,304.83,237.48,304.48,303.58,270.63,223.72,323.95,150.02,152.22,113.2,126.59,188.88,173.86,218.6,128.16,152.75,148.0,149.31,196.49,227.45,148.87,197.93,218.67,189.71,167.0,140.94,122.14,140.21,142.68,121.86,168.49,177.32,197.79,228.29,257.85,234.25,231.02
전라북도 남원시,247.15,244.8,237.71,232.58,207.78,210.38,175.91,211.0,279.92,213.99,201.87,276.92,276.16,188.98,227.48,189.64,219.68,253.89,185.3,199.28,271.59,233.8,259.82,158.53,151.24,173.09,88.25,148.39,146.39,87.82,145.67,160.88,152.3,169.19,161.18,96.06,170.94,179.61,190.11,195.88,153.67,168.12,79.53,88.68,63.89,62.54,56.39,54.93,47.22,160.66,86.28,121.81,110.58,82.22,41.6,118.86,115.47,129.86,59.85,126.46,117.28,62.81,90.75,49.96,54.64,309.82,319.58,237.92,320.26,292.66,277.64,224.13,319.42,153.28,161.26,122.46,129.88,182.07,132.36,176.23,100.09,123.14,107.62,108.2,145.41,179.75,99.85,148.12,170.3,140.05,116.82,93.89,72.07,93.39,95.8,71.44,118.21,127.23,147.65,216.26,258.19,221.4,218.79
전라북도 김제시,198.75,200.82,190.14,189.11,163.18,164.49,135.23,170.47,235.76,167.33,156.69,228.33,234.33,145.07,192.25,153.62,168.06,204.48,134.84,146.96,221.54,194.26,212.18,98.4,116.98,116.06,48.01,105.68,104.62,25.58,110.5,101.55,108.47,118.84,103.92,36.66,122.23,122.58,134.65,139.71,102.02,107.75,22.25,26.84,14.18,31.76,13.45,8.21,26.22,103.47,82.02,149.72,138.06,85.84,88.39,124.69,128.41,147.26,116.71,138.65,146.3,88.38,99.82,62.66,53.52,268.92,278.77,213.16,278.4,281.64,245.15,199.49,300.3,125.92,127.01,88.5,102.92,166.75,168.38,212.91,116.36,140.63,142.54,144.3,202.53,226.78,151.32,200.72,218.98,192.35,170.96,141.27,134.85,140.35,142.78,127.34,172.62,180.95,201.23,254.26,283.64,260.19,256.99
